name,salary_from,salary_to,salary_currency,area_name,published_at
3D Motion Designer / 3D Моушен дизайнер,1200.0,,USD,Москва,2022-12-02T11:14:16+0300
Фрезеровщик (в г. Пермь),102000.0,115000.0,RUR,Пермь,2022-12-02T10:08:10+0300
Инженер-программист 1 категории,,,,Великий Новгород,2022-12-02T08:43:23+0300
Специалист службы поддержки,30000.0,,RUR,Хабаровск,2022-12-02T11:33:34+0300
Рабочий по комплексному обслуживанию зданий,35000.0,40000.0,RUR,Москва,2022-12-02T10:01:35+0300
Системный администратор,,,,Хабаровск,2022-12-02T11:01:15+0300
Программист 1С,70000.0,80000.0,RUR,Мурманск,2022-12-02T09:02:00+0300
Токарь-карусельщик,125000.0,,RUR,Екатеринбург,2022-12-02T09:58:41+0300
"Механик по ремонту (АТ, ДСТ)",140000.0,140000.0,RUR,Уфа,2022-12-02T11:25:44+0300
Машинист экструдера,66000.0,74000.0,RUR,Колпино,2022-12-02T07:57:34+0300
Специалист техподдержки 1С,,,,Димитровград,2022-12-02T11:20:01+0300
Токарь,155000.0,170000.0,RUR,Петра Дубрава,2022-12-02T09:36:21+0300
Сервисный инженер,200000.0,250000.0,KZT,Алматы,2022-12-02T07:29:56+0300
Head of QA (Backend),,,,Москва,2022-12-02T11:54:58+0300
Наладчик автоматизированных линий,50000.0,100000.0,RUR,Пермь,2022-12-02T10:06:10+0300
Оператор плазмы,70000.0,,RUR,Егорьевск,2022-12-02T10:12:01+0300
Руководитель проектов,,,,Алматы,2022-12-02T07:22:36+0300
Оператор плазмы,70000.0,,RUR,Коломна,2022-12-02T10:12:01+0300
Аналитик со знанием SQL,,,,Новосибирск,2022-12-02T07:36:26+0300
Аналитик,,,,Москва,2022-12-02T11:04:54+0300
Оператор станка с ЧПУ,100000.0,,RUR,Миасс,2022-12-02T07:28:42+0300
Токарь-универсал/токарь на станки с ЧПУ (новые токарные станки стойка Simens),40000.0,100000.0,RUR,Барнаул,2022-12-02T10:37:02+0300
Оператор станков с ЧПУ,40000.0,70000.0,RUR,Белгород,2022-12-02T09:01:54+0300
Таргетолог,150000.0,300000.0,KZT,Алматы,2022-12-02T07:20:03+0300
Фрезеровщик (в г. Пермь),102000.0,115000.0,RUR,Челябинск,2022-12-02T10:08:11+0300
Ведущий инженер,,110000.0,RUR,Казань,2022-12-02T10:46:45+0300
Дизайнер-верстальщик,60000.0,80000.0,RUR,Москва,2022-12-02T11:05:35+0300
Консультант по внедрению Directum RX,,,,Ростов-на-Дону,2022-12-02T10:52:23+0300
Системный администратор,40000.0,,RUR,Белгород,2022-12-02T09:01:22+0300
Бизнес-аналитик,,30000000.0,UZS,Ташкент,2022-12-02T11:29:24+0300
Механик,40000.0,40000.0,RUR,Нижний Новгород,2022-12-02T06:14:55+0300
Техник по обслуживанию зданий / Техник сервисной службы,55000.0,,RUR,Москва,2022-12-02T11:28:41+0300
Копирайтер,,,,Ставрополь,2022-12-02T06:53:13+0300
Шлифовщик (Мичуринск),96000.0,,RUR,Инза,2022-12-02T10:36:13+0300
Системный администратор,,,,Комсомольск-на-Амуре,2022-12-02T11:01:15+0300
QA Engineer (Fullstack),,,,Москва,2022-12-02T10:16:43+0300
Системный администратор,,,,Минск,2022-12-02T11:20:31+0300
Начальник отдела механического оборудования (г. Екатеринбург ВИЗ-Сталь),135000.0,135000.0,RUR,Екатеринбург,2022-12-02T10:35:55+0300
Администратор проекта,,,,Москва,2022-12-02T09:49:05+0300
Дизайнер,,,,Астана,2022-12-02T10:05:49+0300
Токарь-расточник,134000.0,,RUR,Уфа,2022-12-02T11:34:30+0300
Механик гаража,51000.0,,RUR,Таштагол,2022-12-02T06:51:43+0300
"Технический эксперт (pre-sale/ обслуживание ДГУ, ИБП)",100000.0,,RUR,Москва,2022-12-02T10:56:52+0300
DevOps-инженер (Эксперт группы платформенных сервисов),,,,Москва,2022-12-02T08:46:30+0300
Мультикамшик,150000.0,200000.0,KZT,Алматы,2022-12-02T08:22:33+0300
Старший инженер-электроник (АСУТП) с функцией системного администратора,,80000.0,RUR,Ангарск,2022-12-02T11:02:48+0300
Руководитель проектов АСУ ТП,,200000.0,RUR,Москва,2022-12-02T11:11:27+0300
Старший разработчик 1С,,,,Санкт-Петербург,2022-12-02T11:21:33+0300
Специалист службы поддержки,30000.0,,RUR,Красноярск,2022-12-02T11:33:34+0300
Специалист по информационной безопасности,30000.0,,RUR,Киров (Кировская область),2022-12-02T08:24:13+0300
Требуется наладчик станков с ЧПУ на производство,120000.0,,RUR,Ижевск,2022-12-02T10:09:07+0300
Middle Frontend-разработчик,,,,Томск,2022-12-02T08:25:01+0300
Фрезеровщик,115000.0,,RUR,Омск,2022-12-02T08:51:34+0300
Data Scientist,,,,Москва,2022-12-02T10:10:56+0300
Руководитель проектов (судостроение),100000.0,400000.0,RUR,Санкт-Петербург,2022-12-02T11:17:34+0300
Специалист поддержки в Яндекс Бизнес,26000.0,,RUR,Майкоп,2022-12-02T08:56:01+0300
Механик,75000.0,,RUR,Владивосток,2022-12-02T09:16:25+0300
Инженер группы технической поддержки,,45000.0,RUR,Казань,2022-12-02T11:01:38+0300
Монтажник связи,,,,Ташкент,2022-12-02T10:07:56+0300
Менеджер проектов ИТ,,,,Оренбург,2022-12-02T07:46:16+0300
"Категорийный менеджер на маркетплейсах (WB, Ozon)",50000.0,,RUR,Нижний Новгород,2022-12-02T10:45:15+0300
Токарь,,,,Пермь,2022-12-02T11:39:14+0300
React Developer (Middle +),,,,Самара,2022-12-02T09:45:31+0300
Техник по обслуживанию здания,37000.0,40000.0,RUR,Красноярск,2022-12-02T09:43:38+0300
Специалист технической поддержки пользователей,,,,Набережные Челны,2022-12-02T09:16:29+0300
Системный администратор,,,,Чебоксары,2022-12-02T08:59:23+0300
"Электромонтер по ремонту и обслуживанию систем автоматизации, связи и сигнализации",94000.0,94000.0,RUR,Омск,2022-12-02T06:17:50+0300
Фрезеровщик,115000.0,,RUR,Уфа,2022-12-02T08:51:34+0300
Фрезеровщик,97000.0,,RUR,"Демихово (Московская область, Орехово-Зуевский район)",2022-12-02T09:47:43+0300
ИТ-аналитик,,,,Новокуйбышевск,2022-12-02T07:46:35+0300
Сервисный механик,150000.0,180000.0,RUR,Благовещенск (Амурская область),2022-12-02T08:16:23+0300
Заместитель директора центра мониторинга,,,,Москва,2022-12-02T10:32:20+0300
Фрезеровщик (Пермь),102000.0,130000.0,RUR,Нижний Тагил,2022-12-02T10:08:02+0300
Инженер-механик,,,,Тюмень,2022-12-02T07:56:46+0300
Стекловар,40000.0,60000.0,RUR,Владимир,2022-12-02T11:14:29+0300
Фрезеровщик,115000.0,,RUR,Курган,2022-12-02T08:51:34+0300
Токарь,45000.0,65000.0,RUR,Санкт-Петербург,2022-12-02T08:16:05+0300
Программист C#,100000.0,150000.0,RUR,Тюмень,2022-12-02T07:26:18+0300
Шлифовщик (Мичуринск),96000.0,,RUR,Ижевск,2022-12-02T10:36:13+0300
Программист 1С,,,,Стерлитамак,2022-12-02T11:10:45+0300
Токарь-расточник,100000.0,,RUR,Кемерово,2022-12-02T08:47:24+0300
"Java developer Middle / Senior, г. Санкт-Петербург (офис)",,,,Санкт-Петербург,2022-12-02T10:55:12+0300
Инсталлятор,60000.0,,RUR,Пыть-Ях,2022-12-02T11:06:14+0300
"Корреспондент, продюсер новостей",,,,Севастополь,2022-12-02T11:07:30+0300
Администратор информационной системы,,,,Самара,2022-12-02T07:42:08+0300
Фрезеровщик,130000.0,,RUR,Санкт-Петербург,2022-12-02T10:28:45+0300
Computer Vision Engineer (Стажер),,,,Иркутск,2022-12-02T10:44:00+0300
Фрезеровщик (в г. Пермь),102000.0,115000.0,RUR,Оса,2022-12-02T10:08:11+0300
Системный администратор,,,,Саратов,2022-12-02T09:13:28+0300
Системный аналитик в мобильную разработку (Москва - офис),,,,Москва,2022-12-02T10:54:40+0300
Аналитик по цифровой трансформации,,,,Тюмень,2022-12-02T10:35:07+0300
Оператор-наладчик станков с ЧПУ,,,,Чебоксары,2022-12-02T08:34:33+0300
Механик в грузовой сервис (ремонт грузовых автомобилей),60000.0,80000.0,RUR,Воронеж,2022-12-02T09:15:47+0300
Собственный корреспондент,,,,Тюмень,2022-12-02T06:44:24+0300
Инженер-механик,40000.0,,RUR,Великий Новгород,2022-12-02T09:58:36+0300
Технический директор (CTO),,,,Москва,2022-12-02T07:08:11+0300
Фрезеровщик (Ижевск),120000.0,,RUR,Уфа,2022-12-02T10:38:11+0300
Администратор баз данных,,,,Алматы,2022-12-02T06:09:36+0300
Фрезеровщик,115000.0,,RUR,Нижний Тагил,2022-12-02T08:51:34+0300
Оператор лазерного/фрезерного станка с чпу,18000.0,,RUR,Уфа,2022-12-02T08:09:33+0300
Механик,35000.0,,RUR,Иваново (Ивановская область),2022-12-02T10:46:10+0300
Фрезеровщик,115000.0,,RUR,Набережные Челны,2022-12-02T08:51:34+0300
Шлифовщик по металлу,114000.0,,RUR,Владимир,2022-12-02T09:58:58+0300
Выездной системотехник/Сервисный инженер,,,,Красноярск,2022-12-02T11:03:24+0300
Фрезеровщик (в г. Пермь),102000.0,115000.0,RUR,Кудымкар,2022-12-02T10:08:11+0300
Шлифовщик (Мичуринск),96000.0,,RUR,Ярославль,2022-12-02T10:36:13+0300
Монтажник слаботочных систем,60000.0,80000.0,RUR,Стерлитамак,2022-12-02T11:49:40+0300
Консультант-разработчик DWH (удаленно),,,,Нижний Новгород,2022-12-02T09:36:33+0300
Владелец моделей Pre-collection и взыскания,,,,Москва,2022-12-02T09:42:48+0300
Проект-менеджер по работе с контрактными площадками/руководитель направления,230000.0,,RUR,Москва,2022-12-02T09:36:51+0300
Фрезеровщик (Пермь),102000.0,130000.0,RUR,Березовский (Свердловская область),2022-12-02T10:08:02+0300
